Author,Institution,Country
"Berk, Michael",Deakin Univ,Australia
"Puri, Basant K.",CAR,United Kingdom
"Sun, Juan",Anhui Med Univ,China
"Thompson, Alessandra F.",Univ Fed Rio de Janeiro,Brazil
"Moraes, Lillian",Univ Fed Rio de Janeiro,Brazil
"Abreu, Soraia C.",Univ Fed Rio de Janeiro,Brazil
"Santos, Cintia Lourenco",Univ Fed Rio de Janeiro,Brazil
"Saddy, Felipe",Univ Fed Rio de Janeiro,Brazil
"de Abreu, Marcelo Gama",Tech Univ Dresden,Germany
"Tong, Yao",Shanghai Jiao Tong Univ,China
"Bao, Chengrong",Shanghai Jiao Tong Univ,China
"Xu, Yi-Qiong",Shanghai Jiao Tong Univ,China
"Tao, Lei",Shanghai Jiao Tong Univ,China
"Zhou, Yao",Shanghai Jiao Tong Univ,China
"Zhuang, Lei",Shanghai Jiao Tong Univ,China
"Meng, Ying",Shanghai Jiao Tong Univ,China
"Xue, Jingjing",Shanghai Jiao Tong Univ,China
"Wang, Weijun",Shanghai Jiao Tong Univ,China
"Zhang, Lele",Shanghai Jiao Tong Univ,China
"Pan, Qingbo",Shanghai Jiao Tong Univ,China
"Shao, Zhenzhen",Shanghai Jiao Tong Univ,China
"Hu, Tianran",Shanghai Jiao Tong Univ,China
"Guo, Qian",Shanghai Jiao Tong Univ,China
"Xue, Qingsheng",Shanghai Jiao Tong Univ,China
"Lu, Han",Shanghai Jiao Tong Univ,China
"Luo, Yan",Shanghai Jiao Tong Univ,China
"Tu, Qing",Shanghai Jiao Tong Univ,China
"Zhu, Yabing",Shanghai Jiao Tong Univ,China
"Guo, Long",Shanghai Jiao Tong Univ,China
"Yao, Liangfang",Shanghai Jiao Tong Univ,China
"Zou, Yun",Second Mil Med Univ,China
"Chen, Feng",Augusta Univ,United States
"Liu, Lu",Weifang Med Univ,China
"Zhang, Liya",Nanjing Med Univ,China
"Zhu, Zhengyu",Nanjing Med Univ,China
"Zhang, Qian",Nanjing Med Univ,China
"Mao, Zhengdao",Nanjing Med Univ,China
"Zhong, Lizhe",Beihua Univ,China
"Chen, Yongli",Beihua Univ,China
"Gao, Xiurong",Qianguo Cty Hosp,China
"Yu, Zhaoxiang",Beihua Univ,China
"Jin, Shuo",Beihua Univ,China
"Zhu, Chunlei",Beihua Univ,China
"Mizuta, Yukie",Kyushu Univ,Japan
"Akahoshi, Tomohiko",Kyushu Univ,Japan
"Guo, Jie",Kyushu Univ,Japan
"Zhang, Shuo",Kyushu Univ,Japan
"Tokuda, Kentaro",Kyushu Univ,Japan
"Yamaura, Ken",Kyushu Univ,Japan
"Narahara, Sayoko",Kyushu Univ,Japan
"Kawano, Takahito",Kyushu Univ,Japan
"Murata, Masaharu",Kyushu Univ,Japan
"Eto, Masatoshi",Kyushu Univ,Japan
"Hashizume, Makoto",Kyushu Univ,Japan
"Yadav, Pooja",Maharshi Dayanand Univ,India
"Vats, Ravina",Maharshi Dayanand Univ,India
"Bano, Afsareen",Maharshi Dayanand Univ,India
"Bhardwaj, Rashmi",Maharshi Dayanand Univ,India
"Gomes Santaterra, Vanessa Araujo",Univ Estadual Campinas,Brazil
"Luz Fiusa, Maiara Marx",Univ Estadual Campinas,Brazil
"Hounkpe, Bidossessi Wilfried",Univ Estadual Campinas,Brazil
"Chenou, Francine",Univ Estadual Campinas,Brazil
"Tonasse, Wouitchekpo Vincent",Univ Estadual Campinas,Brazil
"Gomes da Costa, Loredana Nilkenes",Univ Estadual Campinas,Brazil
"Nunes dos Santos, Magnun Nueldo",Univ Estadual Campinas,Brazil
"Costa, Fernando Ferreira",Univ Estadual Campinas,Brazil
"Garcia-Weber, Diego",Univ Autonoma Madrid,Spain
"Millan, Jaime",Univ Autonoma Madrid,Spain
"Domingos, Igor de Farias",Univ Fed Pernambuco,Brazil
"Lucena-Araujo, Antonio Roberto",Univ Fed Pernambuco,Brazil
"Cavalcante Bezerra, Marcos Andre",Univ Fed Pernambuco,Brazil
"Araujo, Aderson da Silva",Fdn Pernambuco HEMOPE,Brazil
"Wang, Tiantian",Guangxi Med Univ Canc Hosp,China
"Liu, Chunxia",Guangxi Med Univ Canc Hosp,China
"Pan, Ling-hui",Guangxi Med Univ Canc Hosp,China
"Liu, Zhen",Guangxi Med Univ Canc Hosp,China
"Li, Chang-long",Guangxi Med Univ Canc Hosp,China
"Lin, Jin-yuan",Guangxi Med Univ Canc Hosp,China
"He, Yi",Guangxi Med Univ Canc Hosp,China
"Xiao, Jing-yuan",Guangxi Med Univ Canc Hosp,China
"Wu, Siyi",Guangxi Med Univ Canc Hosp,China
"Qin, Yi",Guangxi Med Univ Canc Hosp,China
"Lin, Fei",Guangxi Med Univ Canc Hosp,China
"Li, Zhao",Guangxi Med Univ Canc Hosp,China
"Fang, Zhuoqun",Fourth Mil Med Univ,China
"Zhang, Dongliang",Fourth Mil Med Univ,China
"Wu, Gaofeng",Fourth Mil Med Univ,China
"Zhang, Zhi",Fourth Mil Med Univ,China
"Yao, Li",Northwest Univ,China
"Deng, Xudong",Xian 9 Hosp,China
"Lin, Tong",Sun Yat Sen Univ,China
"Luo, Wenwei",Sun Yat Sen Univ,China
"Li, Ziqing",Sun Yat Sen Univ,China
"Zhang, Lili",Sun Yat Sen Univ,China
"Yang, Wanqi",Sun Yat Sen Univ,China
"Liu, Peiqing",Sun Yat Sen Univ,China
"Li, Zhuoming",Sun Yat Sen Univ,China
"Zheng, Xinghan",Guangzhou Univ Chinese Med,China
"Mai, Liting",Guangzhou Univ Chinese Med,China
"Su, Ziren",Guangzhou Univ Chinese Med,China
"Xie, Youliang",Guangzhou Univ Chinese Med,China
"Guan, Guimei",Sun Yat Sen Univ,China
"Wang, Shuaiwei",Henan Univ,China
"Sun, Yafang",Henan Univ,China
"Bai, Yu",Henan Univ,China
"Zhou, Nannan",Int Lab Sepsis Res,China
"Chen, Na",Int Lab Sepsis Res,China
"Miller, Edmund J.",Elmezzi Grad Sch Mol Med,United States
"Cao, Yumeng",Shanghai Jiao Tong Univ,China
"Chen, Xia",Shanghai Jiao Tong Univ,China
"Liu, Yuqi",Shanghai Jiao Tong Univ,China
"Zhang, Xingyi",Shanghai Jiao Tong Univ,China
"Pan, Xiaojun",Wenzhou Med Univ,China
"Xu, Shunyao",Wenzhou Med Univ,China
"Wang, Fen",Wenzhou Med Univ,China
"Mao, Lingjie",Wenzhou Med Univ,China
"Wu, Caixia",Wenzhou Med Univ,China
"Huang, Yueyue",Wenzhou Med Univ,China
"Pan, Jingye",Wenzhou Med Univ,China
"Zhou, Zhen",Hangzhou Third Hosp,China
"Li, Hao",Nanjing Univ,China
"Wang, Cong",Wenzhou Med Univ,China
"Wang, Junfeng",Wenzhou Med Univ,China
"Li, Dequan",Wenzhou Med Univ,China
"Niu, Fangfang",Shanghai Jiao Tong Univ Affiliated Peoples Hosp 6,China
"Xu, Xiaotao",Shanghai Jiao Tong Univ Affiliated Peoples Hosp 6,China
"Sun, Lingling",Shanghai Jiao Tong Univ Affiliated Peoples Hosp 6,China
"Gan, Ning",Shanghai Jiao Tong Univ Affiliated Peoples Hosp 6,China
"Wang, Aizhong",Shanghai Jiao Tong Univ Affiliated Peoples Hosp 6,China
"Li, Huafei",Taizhou Univ Hosp,China
"Yang, Liu",Capital Med Univ,China
"Liu, Sijie",Capital Med Univ,China
"Han, Silu",Capital Med Univ,China
"Hu, Yuhan",Capital Med Univ,China
"Wu, Zhipeng",Capital Med Univ,China
"Pang, Baosen",Capital Med Univ,China
"Ma, Yingmin",Capital Med Univ,China
"Jin, Jiawei",Capital Med Univ,China
"Shi, Xiaoqian",Capital Med Univ,China
"Cleary, Simon J.",UCSF,United States
"Kwaan, Nicholas",UCSF,United States
"Tian, Jennifer J.",UCSF,United States
"Calabrese, Daniel R.",UCSF,United States
"Mallavia, Benat",UCSF,United States
"Magnen, Melia",UCSF,United States
"Greenland, John R.",UCSF,United States
"Singer, Jonathan P.",UCSF,United States
"Hays, Steven R.",UCSF,United States
"Looney, Mark R.",UCSF,United States
"Urisman, Anatoly",UCSF,United States
"Kukreja, Jasleen",UCSF,United States
"Hay, Ariel M.",Univ Virginia,United States
"Howie, Heather L.",Univ Virginia,United States
"Zimring, James C.",Univ Virginia,United States
"Toy, Pearl",UCSF,United States
"Lowell, Clifford A.",UCSF,United States
"Morrell, Craig N.",Univ Rochester,United States
"Conde, Jonas Nascimento",SUNY Stony Brook,United States
"Schutt, William R.",SUNY Stony Brook,United States
"Wen, Xiaoting",Chongqing Med Univ,China
"Deng, Xinyu",Chongqing Med Univ,China
"Lee, Lisa K.",Univ Calif Los Angeles,United States
"Medzikovic, Lejla",Univ Calif Los Angeles,United States
"Eghbali, Mansoureh",Univ Calif Los Angeles,United States
"Eltzschig, Holger K.",Univ Colorado,United States
"Yuan, Xiaoyi",Univ Texas Hlth Sci Ctr Houston,United States
"Wang, Zhengke",Providence Vet Affairs Med Ctr,United States
"White, Alexis",Providence Vet Affairs Med Ctr,United States
"Wang, Xing",Providence Vet Affairs Med Ctr,United States
"Ko, Junsuk",Brown Univ,United States
"Choudhary, Gaurav",Brown Univ,United States
"Lange, Thilo",Brown Univ,United States
"Rounds, Sharon",Providence Vet Affairs Med Ctr,United States
"Zeeuw van der Laan, Eveline A. N.",Sanquin Res,Netherlands
"van der Velden, Saskia",Sanquin Res,Netherlands
"van der Schoot, C. Ellen",Sanquin Res,Netherlands
"Porcelijn, Leendert",Sanquin Diagnost Serv,Netherlands
"Semple, John W.",Lund Univ,Sweden
"Zhao, Gan",Univ Penn,United States
"Weiner, Aaron, I",Univ Penn,United States
"Neupauer, Katherine M.",Univ Penn,United States
"Costa, Maria Fernanda de Mello",Univ Penn,United States
"Palashikar, Gargi",Univ Penn,United States
"Adams-Tzivelekidis, Stephanie",Univ Penn,United States
"Vaughan, Andrew E.",Univ Penn,United States
"Mangalmurti, Nilam S.",Perelman Sch Med,United States
"Zhou, Jie",Soochow Univ,China
"Zhao, Tianlan",Soochow Univ,China
"Xu, Gang",Soochow Univ,China
"Lian, Huibin",Northern Jiangsu Peoples Hosp,China
"Li, Jinze",Southeast Univ,China
"Xu, Xiu-Ping",Southeast Univ,China
"Pan, Chun",Southeast Univ,China
"Mao, Pu",Guangzhou Med Univ,China
"Li, Yi-min",Guangzhou Med Univ,China
"Fei, Liming",Anhui Med Univ,China
"You, Qinghai",Anhui Med Univ,China
"Yu, Yingqing",First Hosp Jilin Univ,China
"Zhu, Lei",First Hosp Jilin Univ,China
"Ji, Lianfeng",First Hosp Jilin Univ,China
"Liu, Haibo",First Hosp Jilin Univ,China
"Sun, Hongzhi",Second Hosp Jilin Univ,China
"Xu, Qiulin",Guangzhou Mil Command,China
"Zhou, Gengbiao",Guangzhou Univ Chinese Med,China
"Chen, Zhenfeng",Southern Med Univ,China
"Li, Jieyu",Southern Med Univ,China
"Guo, Xiaotong",Southern Med Univ,China
"Qin, Kaiwen",Southern Med Univ,China
"Luo, Jiaqi",Southern Med Univ,China
"Hu, Jiaqing",Southern Med Univ,China
"Huang, Qiaobing",Southern Med Univ,China
"Guo, Xiaohua",Southern Med Univ,China
"Su, Lei",Guangzhou Mil Command,China
"Chen, Huibin",Hubei Univ Med,China
"Liu, Boyi",Hubei Univ Med,China
"Zheng, Xiang",Hubei Univ Med,China
"Fang, Zhicheng",Hubei Univ Med,China
"Chen, Wei",Washington State Univ,United States
"Min, Li",Hubei Univ Med,China
"Hu, Xuemei",Hubei Univ Med,China
"Li, Ruiting",Huazhong Univ Sci & Technol,China
"Hu, Shengli",Hubei Univ Med,China
"Hojyo, Shintaro",Hokkaido Univ,Japan
"Uchida, Mona",Hokkaido Univ,Japan
"Tanaka, Kumiko",Hokkaido Univ,Japan
"Hasebe, Rie",Hokkaido Univ,Japan
"Tanaka, Yuki",Hokkaido Univ,Japan
"Murakami, Masaaki",Hokkaido Univ,Japan
"Hirano, Toshio",Hokkaido Univ,Japan
"Friedrich, Emily",Univ Illinois,United States
"Hong, Zhigang",Univ Illinois,United States
"Li, Yijun",Fudan Univ,China
"Wang, Shun",Fudan Univ,China
"Liu, Jinbo",Fudan Univ,China
"Li, Xingyu",Fudan Univ,China
"Lu, Meng",Fudan Univ,China
"Wang, Xiaokai",Fudan Univ,China
"Ren, Yansong",Fudan Univ,China
"Xiang, Meng",Univ Pittsburgh,United States
"Li, Xiaoming",Liaoning Med Univ,China
"Mole, Sarah",GlaxoSmithKline,United Kingdom
"Hotee, Sarah",GlaxoSmithKline,United Kingdom
"Warburton, Joseph",GlaxoSmithKline,United Kingdom
"Beerahee, Misba",GlaxoSmithKline,United Kingdom
"Harry, Anya",GlaxoSmithKline,United States
"Behm, David J.",GlaxoSmithKline,United States
"Lazaar, Aili L.",GlaxoSmithKline,United States
"Fowler, Andy",GlaxoSmithKline,United Kingdom
"Waite, Sarah",GlaxoSmithKline,United Kingdom
"Badorrek, Philipp",FraunhoferInst Fuer Toxikol & Expt Med ITEM,Germany
"Mueller, Meike",FraunhoferInst Fuer Toxikol & Expt Med ITEM,Germany
"Faulenbach, Cornelia",FraunhoferInst Fuer Toxikol & Expt Med ITEM,Germany
"Hohlfeld, Jens M.",FraunhoferInst Fuer Toxikol & Expt Med ITEM,Germany
"Yamaoka-Tojo, Minako",Kitasato Univ,Japan
"Cherian-Shaw, Mary",Augusta Univ,United States
"Meadows, Mary L.",Augusta Univ,United States
"Kovacs, Laszlo",Augusta Univ,United States
"Patel, Vijay",Georgia Regents Univ,United States
"Benatti, Maira Nilson",Univ Sao Paulo,Brazil
"Miranda, Carlos Henrique",Univ Sao Paulo,Brazil
"Ma, Yonggang",Univ S Florida,United States
"Zabell, Taylor",Univ S Florida,United States
"Creasy, Alexandra",Univ S Florida,United States
"Yang, Xiaoyuan",Univ S Florida,United States
"Chatterjee, Victor",Univ S Florida,United States
"Villalba, Nuria",Univ S Florida,United States
"Yuan, Sarah Y.",Univ S Florida,United States
"Kistler, Erik B.",Univ Calif San Diego,United States
"Wu, Mack H.",Univ S Florida,United States
"Wu, Dingqian",Zhejiang Univ,China
"Ye, Ligang",Zhejiang Univ,China
"Zhang, Mao",Zhejiang Univ,China
"Fu, Xiaoxiao",Zhejiang Univ,China
"Han, Shu",Zhejiang Univ,China
"Kang, Sujin",Osaka Univ,Japan
"Inoue, Hitomi",Osaka Univ,Japan
"Kioi, Yoshiyuki",Osaka Univ,Japan
"Kishimoto, Tadamitsu",Osaka Univ,Japan
"Tanaka, Toshio",Osaka Habikino Med Ctr,Japan
"Ono, Chikako",Osaka Univ,Japan
"Matsuura, Yoshiharu",Osaka Univ,Japan
"Hashimoto, Shoji",Osaka Habikino Med Ctr,Japan
"Matsumoto, Hisatake",Osaka Univ,Japan
"Matsuura, Hiroshi",Osaka Univ,Japan
"Matsubara, Tsunehiro",Osaka Univ,Japan
"Shimizu, Kentaro",Osaka Univ,Japan
"Ogura, Hiroshi",Osaka Univ,Japan
"Acosta, Manuel A. Torres",Northwestern Univ,United States
"Singer, Benjamin D.",Northwestern Univ,United States
"Ito, Homare",Jichi Med Univ,Japan
"Kimura, Hiroaki",Jichi Med Univ,Japan
"Karasawa, Tadayoshi",Jichi Med Univ,Japan
"Sadatomo, Ai",Jichi Med Univ,Japan
"Inoue, Yoshiyuki",Jichi Med Univ,Japan
"Yamada, Naoya",Jichi Med Univ,Japan
"Aizawa, Emi",Jichi Med Univ,Japan
"Hishida, Erika",Jichi Med Univ,Japan
"Kamata, Ryo",Jichi Med Univ,Japan
"Komada, Takanori",Jichi Med Univ,Japan
"Watanabe, Sachiko",Jichi Med Univ,Japan
"Kasahara, Tadashi",Jichi Med Univ,Japan
"Takahashi, Masafumi",Jichi Med Univ,Japan
"Horie, Hisanaga",Jichi Med Univ,Japan
"Kitayama, Joji",Jichi Med Univ,Japan
"Sata, Naohiro",Jichi Med Univ,Japan
"Hisata, Shu",Jichi Med Univ,Japan
"Yamaji-Kegan, Kazuyo",Univ Maryland,United States
"Jiang, Jinyao",Capital Med Univ,China
"Xu, Shiqing",Capital Med Univ,China
"Lu, Zilong",Wuhan Univ,China
"Feng, Haojie",Wuhan Univ,China
"Shen, Xiaokang",Wuhan Univ,China
"He, Ruyuan",Wuhan Univ,China
"Meng, Heng",Wuhan Univ,China
"Lin, Weichen",Wuhan Univ,China
"Xu, Fan",Chongqing Med Univ,China
"Yu, Hong",Univ Missouri,United States
"Liu, Yajun",Univ Missouri,United States
"Wang, Meifang",Univ Missouri,United States
"Restrepo, Ricardo J.",Univ Missouri,United States
"Wang, Derek",Univ Missouri,United States
"Kalogeris, Theodore J.",Univ Missouri,United States
"Korthuis, Ronald J.",Univ Missouri,United States
"Neumann, William L.",Southern Illinois Univ,United States
"Ford, David A.",St Louis Univ,United States
"Zhu, Banghui",Naval Med Univ,China
"Wu, Guosheng",Naval Med Univ,China
"Xiao, Yongqiang",Naval Med Univ,China
"Wang, Kangan",Naval Med Univ,China
"Jiang, Yong",Naval Med Univ,China
"Sun, Yu",Univ Illinois,United States
"Ben, Daofeng",Naval Med Univ,China
"Xia, Zhaofan",Naval Med Univ,China
"Jin, Jian",903 Hosp PLA,China
"Okada, Hideshi",Gifu Univ,Japan
"Yoshida, Shozo",Gifu Univ,Japan
"Ogura, Shinji",Gifu Univ,Japan
"Hara, Akira",Gifu Univ,Japan
"Tomita, Hiroyuki",Gifu Univ,Japan
"Wazny, Vanessa",Nanyang Technol Univ Singapore,Singapore
"Siau, Anthony",Nanyang Technol Univ Singapore,Singapore
"Wu, Kan Xing",Nanyang Technol Univ Singapore,Singapore
"Cheung, Christine",Nanyang Technol Univ Singapore,Singapore
"Jiang, Wen-Yang",Wuhan Univ,China
"Zhang, Xing-Hua",Wuhan Univ,China
"Li, Dong-Hang",Wuhan Univ,China
"Xiong, Rui",Wuhan Univ,China
"Fan, Tao",Wuhan Univ,China
"Ren, Jie",Wuhan Univ,China
"Yao, Xiao-Li",Wuhan Univ,China
"Pellegrini, Giovanni",Univ Zurich,Switzerland
"Kipar, Anja",Univ Liverpool,United Kingdom
"Williams, Dominic Paul",AstraZeneca,United Kingdom
"Amadio, Daniele",AstraZeneca,Sweden
"Park, Brian Kevin",Univ Liverpool,United Kingdom
"Shadab, Mohammad",Univ Rochester,United States
"Slavin, Spencer A.",Univ Rochester,United States
"Leonard, Antony",Univ Rochester,United States
"Li, Zi-Ming",Cent South Univ,China
"Xu, Sheng-Ya",Cent South Univ,China
"Feng, Yi-Zhuo",Cent South Univ,China
"Cheng, Yu-Rui",Cent South Univ,China
"Xiong, Jian-Bing",Cent South Univ,China
"Zhou, Yong",Cent South Univ,China
"Guan, Cha-Xiang",Cent South Univ,China
"Srivastava, Nityanand",Univ Illinois,United States
"Tauseef, Mohammad",Univ Illinois,United States
"Amin, Ruhul",Univ Illinois,United States
"Joshi, Bhagwati",Univ Illinois,United States
"Kini, Vidisha",Univ Illinois,United States
"Klomp, Jennifer",Univ Illinois,United States
"Knezevic, Nebojsa",Univ Illinois,United States
"Siddiqui, Shahid",Univ Illinois,United States
"Karginov, Andrei",Univ Illinois,United States
"Komorova, Yulia A.",Univ Illinois,United States
"Li, Weenan",Indiana Univ Sch Med,United States
"Obukhov, Alexander G.",Indiana Univ Sch Med,United States
"Barbera, Nicolas",Univ Illinois,United States
"Levitan, Irena",Univ Illinois,United States
"James, Joel",Univ Arizona,United States
"Srivastava, Anup",Yale Univ,United States
"Varghese, Mathews Valuparampil",Univ Arizona,United States
"Eccles, Cody A.",Univ Arizona,United States
"Rafikova, Olga",Univ Arizona,United States
"Rafikov, Ruslan",Univ Arizona Hlth Sci,United States
"Maekawa, Tomoki",Niigata Univ,Japan
"Tamura, Hikaru",Niigata Univ,Japan
"Domon, Hisanori",Niigata Univ,Japan
"Hiyoshi, Takumi",Niigata Univ,Japan
"Yonezawa, Daisuke",Niigata Univ,Japan
"Maeda, Takeyasu",Niigata Univ,Japan
"Terao, Yutaka",Niigata Univ,Japan
"Isono, Toshihito",Niigata Univ,Japan
"Takahashi, Naoki",Niigata Univ,Japan
"Tabeta, Koichi",Niigata Univ,Japan
"Hayashi, Naoki",Kyoto Pharmaceut Univ,Japan
"Oda, Masataka",Kyoto Pharmaceut Univ,Japan
"Ziogas, Athanasios",Tech Univ Dresden,Germany
"Alexaki, Vasileia Ismini",Tech Univ Dresden,Germany
"Chavakis, Triantafyllos",Tech Univ Dresden,Germany
"Hajishengallis, George",Univ Penn,United States
"Mu, Shengtian",China Med Univ,China
"Tang, Jie",China Med Univ,China
"Ma, Jian-Qi",China Med Univ,China
"Zhong, Yu",China Med Univ,China
"Liu, Han-Zhe",China Med Univ,China
"Zheng, Zhen",China Med Univ,China
"Ma, Xiao-Chun",China Med Univ,China
"Zhang, Jisen",Sichuan Univ,China
"Su, Meiling",Sichuan Univ,China
"Yin, Zongning",Sichuan Univ,China
"Ding, Hongguang",Guangdong Acad Med Sci,China
"Liu, Xinqiang",Guangdong Acad Med Sci,China
"Li, Xusheng",Guangdong Acad Med Sci,China
"Wen, Miaoyun",Guangdong Acad Med Sci,China
"Han, Yongli",Guangdong Acad Med Sci,China
"Huang, Linqiang",Guangdong Acad Med Sci,China
"Zeng, Hongke",Guangdong Acad Med Sci,China
"Li, Ya",South China Univ Technol,China
"Liu, Mengting",South China Univ Technol,China
"Wyman, Anne E.",Baltimore VA Med Ctr,United States
"Nguyen, Trang T. T.",Univ Maryland,United States
"Tulapurkar, Mohan E.",Univ Maryland,United States
"Todd, Nevins W.",Univ Maryland,United States
"Luzina, Irina G.",Univ Maryland,United States
"Hasday, Jeffrey D.",Univ Maryland,United States
"Atamas, Sergei P.",Univ Maryland,United States
"Dabo, Abdoulaye J.",SUNY Downstate Hlth Sci Univ,United States
"Geraghty, Patrick",SUNY Downstate Hlth Sci Univ,United States
"Foronjy, Robert F.",SUNY Downstate Hlth Sci Univ,United States
"Feng, Theresa G.",SUNY Downstate Hlth Sci Univ,United States
"Tomita, Kengo",Univ Toyama,Japan
"Saito, Yuna",Univ Toyama,Japan
"Suzuki, Tokiko",Univ Toyama,Japan
"Imbaby, Samar",Univ Toyama,Japan
"Hattori, Yuichi",Univ Toyama,Japan
"Hattori, Kohshi",Univ Tokyo Hosp,Japan
"Matsuda, Naoyuki",Nagoya Univ,Japan
"Suzuki, Kodai",Gifu Univ,Japan
"Takada, Chihiro",Gifu Univ,Japan
"Yano, Hirohisa",Gifu Univ,Japan
"Muraki, Isamu",Gifu Univ,Japan
"Zaikokuji, Ryogen",Gifu Univ,Japan
"Kuroda, Ayumi",Gifu Univ,Japan
"Fukuda, Hirotsugu",Gifu Univ,Japan
"Nishio, Ayane",Gifu Univ,Japan
"Fukuta, Tetsuya",Gifu Univ,Japan
"Yamada, Noriaki",Gifu Univ,Japan
"Doi, Tomoaki",Gifu Univ,Japan
"Yoshida, Takahiro",Gifu Univ,Japan
"Kumada, Keisuke",Gifu Univ,Japan
"Ushikoshi, Hiroaki",Gifu Univ,Japan
"Takemura, Genzou",Asahi Univ,Japan
"Miyazaki, Nagisa",Asahi Univ,Japan
"Takashima, Shigeo",Gifu Univ,Japan
"Suzuki, Akio",Gifu Univ Hosp,Japan
"Watanabe, Takatomo",Gifu Univ Hosp,Japan
"Chen, Chuan-Mu",Natl Chung Hsing Univ,Taiwan
"Lu, Hsiao-Ching",Chia Yi Christian Hosp,Taiwan
"Tung, Yu-Tang",Taipei Med Univ,Taiwan
"Fattahi, Fateme",Univ Michigan,United States
"Grailer, Jamison J.",Univ Michigan,United States
"Parlett, Michella",Univ Michigan,United States
"Lu, Hope",Univ Michigan,United States
"Malan, Elizabeth A.",Univ Michigan,United States
"Abe, Elizabeth",Univ Michigan,United States
"Zetoune, Firas S.",Univ Michigan,United States
"Ward, Peter A.",Univ Michigan,United States
"Russell, Mark W.",Univ Michigan,United States
"Frydrych, Lynn M.",Univ Michigan,United States
"Delano, Matthew J.",Univ Michigan,United States
"Shil, Aparna",Anglia Ruskin Univ,United Kingdom
"Xiong, Shiqin",Univ Illinois,United States
"Huang, Longshuang",Univ Illinois,United States
"Tsukasaki, Yoshikazu",Univ Illinois,United States
