Author,Citations
"Garcia-Hernandez, Sonia",23
"Ramos-Nuez, Angela",23
"Martin-Barrasa, Jose L.",31
"Martinez-Saavedra, Maria-Teresa",23
"Rodriguez-Gallego, Carlos",23
"Muros, Mercedes",31
"Flores, Carlos",80
"Slutsky, Arthur S.",23
"Villar, Jesus",31
"Li, Hong-Peng",5
"Wang, Hai-Qin",5
"Liu, Han",65
"Yu, Sulan",65
"Shah, Alok A.",13
"Esquinca, Adilene E.",62
"Shimizu, Yuka",13
"Li, Jingjin",7
"Li, Chuanfu",7
"Zhu, Weina",7
"Zhou, Hongmei",7
"Choi, Sangwook",11
"Dan, Arkaprava",11
"Leckband, Deborah E.",11
"Nishiwaki, Tetsu",44
"Suda, Rika",44
"Takayanagi, Shin",44
"Terada, Jiro",44
"Sakao, Seiichiro",44
"Fujii, Yousuke",2
"Nosaka, Nobuyuki",2
"Yamashita, Nobuko",2
"Yamada, Nlutsuko",2
"Tabuchi, Arata",17
"Krauszman, Adrienn",17
"Mullan, Barbara A.",60
"Rohan, Marta",126
"Maric, J.",16
"Luschnig, P.",16
"Aringer, I.",16
"Lanz, I.",16
"Baernthaler, T.",16
"Frei, R.",16
"Marsh, Leigh M.",45
"Lippe, I. T.",16
"Min, Dong",23
"Zhang, Ruyuan",23
"Tang, Yaoqing",23
"Ming, Guang-Feng",9
"Ma, Xin-Hua",9
"Xu, Dao-Miao",9
"Liu, Zhi-Yong",9
"Ai, Yu-Hang",9
"Liu, Hui-Xia",9
"Shi, Zan-Hua",9
"Hoegl, Sandra",67
"Brodsky, Kelley S.",67
"Blackburn, Michael R.",67
"Karmouty-Quintana, Harry",67
"Zwissler, Bernhard",67
"Liu, Tiegang",25
"Warburton, Rod R.",6
"Hill, Nicholas S.",25
"Kayyali, Usamah S.",25
"Ahn, Jong J.",3
"Jung, Jong P.",3
"Park, Soon E.",3
"Lee, Minhyun",3
"Kwon, Byungsuk",3
"Cho, Hong R.",3
"Bock, Ashley",16
"Tucker, Nicole",16
"Gonzalez, Eduardo",16
"Wohlauer, Max",16
"Hansen, Kirk",16
"Dzieciatkowska, Monika",16
"Sauaia, Angels",16
"Moore, Ernest E.",52
"Brenza, Jacob B.",22
"Carnemolla, Ronald",62
"Zaitsev, Sergei",22
"Pan, Daniel C.",22
"Esmon, Charles T.",62
"Chacko, Ann Marie",62
"Zhu, Wei-Wei",47
"Ren, Xiang",47
"Wang, Li-Peng",47
"Yang, Wang",7
"Xv, Meng",7
"Yang, Wan Chao",7
"Wang, Nan",36
"Zhang, Xue Zhong",7
"Li, Wen Zhi",7
"Tjahjono, Yudy",68
"Berghoefer, Heike",92
"Werth, Silke",68
"Deckmyn, Hans",27
"De Meyer, Simon F.",27
"Santoso, Sentot",133
"Duong, Michelle",62
"Wang, Nadan",62
"Paudyal, Bishnuhari",62
"Suratt, Benjamin T.",62
"Kallen, Caleb B.",62
"Zhu, Ying",62
"Walsh, Kenneth",143
"Summer, Ross",62
"Sapru, Anil",63
"Flori, Heidi",63
"Quasney, Michael W.",63
"Dahmer, Mary K.",63
"Bai, Xiaozhi",42
"Fan, Lei",42
"He, Ting",97
"Jia, Wenbin",42
"Yang, Longlong",42
"Shi, Jihong",42
"Su, Linlin",42
"Lele, Abhishek",28
"Harijith, Anantha",28
"Gregorio, Carol C.",28
"Salgia, Ravi",28
"Hecker, Matthias",29
"Linder, Tomke",29
"Ott, Juliane",29
"Walmrath, Hans-Dieter",29
"Lohmeyer, Juergen",861
"Vadasz, Istvan",29
"Herold, Susanne",291
"Reichert, Martin",29
"Buchbinder, Anja",29
"Morty, Rory Edward",29
"Bausch, Britta",29
"Fischer, Tobias",29
"Schulz, Richard",29
"Grimminger, Friedrich",29
"Barnes, Matt",29
"Mayer, Konstantin",29
"Becker, Christin",262
"Ridge, Karen M.",262
"Min, Jin-Na",31
"Roberts, Scott",31
"Jorgensen, William L.",31
"Xie, Ru Feng",38
"Hu, Ping",38
"Wang, Zhi Cheng",38
"Yang, Yi Ming",38
"Gao, Li",38
"Fan, Hua Hua",38
"Zhu, Yong Ming",38
"Fang, Xiaocong",32
"Ou, Jiaxian",32
"Dagvadorj, Jargalsaikhan",88
"Shimada, Kenichi",88
"Chen, Shuang",88
"Jones, Heather D.",88
"Tumurkhuu, Gantsetseg",88
"Zhang, Wenxuan",88
"Wawrowsky, Kolja A.",88
"Crother, Timothy R.",88
"Arditi, Moshe",88
"Hahn, Cornelia S.",34
"Scott, David W.",34
"Xu, Xin",34
"Roda, Mojtaba Abdul",34
"Payne, Gregory A.",34
"Viera, Liliana",34
"Winstead, Colleen J.",34
"Bratcher, Preston",34
"Sparidans, Rolf W.",34
"Redegeld, Frank A.",34
"Jackson, Patricia L.",34
"Folkerts, Gert",34
"Blalock, J. Edwin",34
"Patel, Rakesh P.",34
"Kimura, Toru",51
"Nojiri, Takashi",51
"Hosoda, Hiroshi",51
"Ishikane, Shin",51
"Shintani, Yasushi",51
"Inoue, Masayoshi",51
"Miyazato, Mikiya",51
"Okumura, Meinoshin",51
"Kangawa, Kenji",51
"Zeng, Zhen",121
"Li, Yachun",62
"Zhou, Ming",121
"Zhang, Xiaoli",62
"Jiang, Wei",121
"Mokra, Daniela",171
"Kosutova, Petra",171
"Li, Lingfei",55
"Hu, Jiongyu",55
"Zhang, Qiong",55
"Yang, Xu",67
"Lan, Xiaodong",55
"Zhang, Dongxia",55
"Mei, Hao",55
"Huang, Yuesheng",55
Huetran Duong,24
"Chun, Pan",30
"Moldobaeva, Nurgul",174
"Kawasaki, Yoshihiro",58
"Akiyama, Tetsu",58
"Lu, Hongyan",22
"Poirier, Christophe",22
"Cook, Todd",22
"Traktuev, Dmitry O.",22
"Merfeld-Clauss, Stephanie",22
"Lease, Benjamin",22
"Petrache, Irina",22
"March, Keith L.",22
"Bogatcheva, Natalia V.",57
"Liu, Jingxian",11
"Wang, Zhenglian",11
"Liu, Yanan",11
"Liang, Mengfan",59
"Xue, Ying",59
"Xi, Caihua",59
"Gong, Haixia",92
"Wary, Kishore",92
"Chatturvedi, Pallavi",92
"Zhao, Youyang",92
"Naureckas, P.",47
"Zhao, Ming",25
"Roerig, David L.",25
"Haworth, Steven T.",25
"Clough, Anne V.",25
"Bai, Litao",2
"Andersson, Helen A.",2
"McConnell, Kellie I.",2
"Chan, Diana L.",2
"Hernandez, Michael",2
"Gonzalez, Javier",2
"Liu, Xuewu",2
"La Francesca, Saverio",2
"Sakamoto, Jason H.",2
"Serda, Rita E.",2
"Bao, Hong",54
"Xie, Guogang",54
"Ji, Yong",38
"Sun, Bo",38
"Li, Hongxia",6
"Meng, Xiangyu",6
"Gao, Yue",6
"Cai, Shaohua",6
"Liu, Sheng",19
"Huang, Lei",19
"Xu, Qirong",19
"Ling, Xiang",19
"Liu, Jichun",19
"Shao, H-Z.",3
"Qin, B-Y.",3
"Mambetsariev, Isa",38
"Yin, Xiuru",30
"Liang, Zuodi",30
"Yun, Yue",30
"Pei, Ling",30
"Wu, Feng",32
"Szczepaniak, William S.",32
"Shiva, Sruti",32
"Liu, Huanbo",32
"Wang, Yinna",32
"Kelley, Eric E.",32
"Chen, Alex F.",41
"McVerry, Bryan J.",32
"Yuan, Qing",50
"Jiang, Yanwen",50
"Ma, Ting-ting",38
"Fang, Qiuhong",50
"Pan, Lei",38
"Kanter, Bryce G.",15
"Minhajuddin, Mohammad",33
"Xu, Lei",15
"Gao, Zhenming",21
"Xu, Junfeng",21
"Sun, Deguang",21
"Zhang, Rixin",21
"Liang, Rui",21
"Fan, Rong",21
"Shashaty, Michael G. S.",77
"Worthen, G. Scott",77
"Sakaguchi, Masahiro",58
"Marutani, Eizo",58
"Shin, Hae-sook",58
"Hanaoka, Kenjiro",58
"Xian, Ming",58
"Ichinose, Fumito",58
"Kondrikov, Dmitry",10
"Mapes, Brandon",128
"Saadat, Laleh",132
"Ma, Shwu Fan",74
"MacDougall, Matthew S.",37
"Liu, Bin",99
"Zhang, Chenyue",28
"Dong, Mingqing",37
"El-Quadi, Monaliza",35
"Hu, Ruoyu",21
"Jing, Hua",43
"Wu, Haiwei",43
"Ghamloush, Maher M.",19
"Aldawood, Ali",19
"Warburton, Rod",19
"Toksoz, Deniz",19
"Tang, Dale D.",19
"Tokudome, Takeshi",30
"Miura, Koichi",30
"Sawabata, Noriyoshi",30
"Du, Zhaohui",43
"Zhou, Qing",37
"Li, Jianguo",43
"Storch, Emily K.",15
"Hillyer, Christopher D.",103
"Shaz, Beth H.",103
"Naureckas, Caitlin",13
"Siegler, Jessica H.",49
"Sun, Lulu",15
"Cao, Zhendong",15
"Li, Qifang",15
"Kumar, Sachin",48
"Xu, Juying",48
"Kumar, Rupali Sani",48
"Lakshmikanthan, Sribalaji",48
"Kapur, Reuben",48
"Kofron, Matthew",48
"Chrzanowska-Wodnicka, Magdalena",48
"Filippi, Marie-Dominique",48
"Luo, Ying",20
Ma Hongyan,17
Shi Jinghui,17
Wang Changsong,17
Guo Lei,17
Gong Yulei,17
Li Jie,17
Gong Yongtai,17
Yun Fengxiang,17
Zhao Hongwei,17
Li Enyou,17
"Heeke, Brenten",25
"Varn, Matthew N.",25
"Kennedy, Thomas P.",25
"Siegler, Jessica",33
"Deaton, Ryan",33
"Zaidi, Rafe S.",33
"Gann, Peter H.",33
"Thangavel, Jayakumar",39
"Elias, Harold K.",39
"Rajasingh, Sheeja",39
"Simpson, Andrew D.",39
"Sundivakkam, Premanand K.",39
"Xuan, Yu-Ting",39
"Dawn, Buddhadeb",39
"Piegeler, Tobias",25
"Dull, Randal O.",84
"Chignalia, Andreia Z.",25
"Koshy, Ruben G.",25
"Votta-Velis, E. Gina",25
"Borgeat, Alain",25
"Schwartz, David E.",25
"Beck-Schimmer, Beatrice",25
"Wang, Yusi",50
"Zhang, Kejing",12
"Huang, Shuaishuai",12
"Wang, Xue",12
"Li, Taohong",12
"Jin, Yuhong",12
"Hehir, Michael",12
"Xu, Chiyi",12
"Zhao, Yidan D.",24
"Yi, Fan",24
"Qian, Zhijian",24
"Tran, Khiem",24
"O'Donnell, James J., III",52
"Beyer, Eric C.",52
"Wade, Michael S.",74
"Aitken, Elizabeth H.",19
"Negri, Elnara M.",19
"Barboza, Renato",19
"Lima, Maria Ri",19
"Caldini, Elia G.",19
"Goldman, Julia L.",62
"Fortman, Jeffrey D.",62
"Jurek, Samuel C.",19
"Hirano-Kobayashi, Mariko",19
"Chiang, Homer",19
"Kohane, Daniel S.",19
"Matthews, Benjamin D.",19
"Uhlig, Christopher",26
"Ornellas, Debora S.",57
"Santos, Raquel Souza",123
"Miranda, Paulo J.",26
"Spieth, Peter M.",26
"Kiss, Thomas",26
"Kasper, Michael",26
"Wiedemann, Baerbel",26
"Koch, Thea",26
"Morales, Marcelo Marcos",123
"Damarla, Mahendra",47
"Parniani, Ahmad R.",35
"Johnston, Laura",35
"Maredia, Hasina",35
"Serebreni, Leonid",35
"Hamdan, Omar",35
"Sidhaye, Venkataramana K.",35
"Myers, Allen C.",35
"Crow, Michael T.",35
"Schmidt, Eric P.",35
"Machamer, Carolyn E.",35
"Gaestel, Matthias",35
"Rane, Madhavi J.",68
"Kolb, Todd M.",54
"Kim, Bo S.",35
"Damico, Rachel L.",35
"Hassoun, Paul M.",35
"Stevens, Trevor C.",61
"Ochoa, Cristhiaan D.",61
"Morrow, K. Adam",61
"Robson, Matthew J.",61
"Prasain, Nutan",61
"Zhou, Chun",61
"Alvarez, Diego F.",61
"Frank, Dara W.",61
"Balczon, Ron",134
"Zhao, Yun-Feng",16
"Xiong, Wei",16
"Wu, Xue-Ling",16
"Lavoie, Tera",28
"Solway, Julian",28
"Shikata, Fumiaki",22
"Sakaue, Tomohisa",22
"Nakashiro, Koh-ichi",22
"Okazaki, Mikio",22
"Kurata, Mie",22
"Okamura, Toru",54
"Okura, Masahiro",22
"Ryugo, Masahiro",22
"Nakamura, Yuki",22
"Yasugi, Takumi",22
"Higashiyama, Shigeki",22
"Izutani, Hironori",22
"Jones, Rosemary",2
"Capen, Diane E.",2
"Valbuena, Gustavo",31
"Halliday, Hailey",31
"Borisevich, Viktoriya",31
"Goez, Yenny",31
"Rockx, Barry",31
"Howard, Melissa D.",73
"Jezierska-Drutel, Agnieszka J.",76
"Stephens, R. Scott",36
"Pfeifer, Alexander",19
"Wang, Zhenjia",201
"You, Qing-hai",29
"Niu, Cheng-cheng",29
"Zhu, Zhong-ming",29
"Yue, Yang",29
"Sun, Geng-yun",29
"Pardo, Daniel",41
"Snead, Connie",41
"Akinosoglou, Karolina",91
"Alexopoulos, Dimitrios",91
"Allen, Timothy Craig",88
"Kurdowska, Anna",88
"Sharma, Rajesh",36
"Ding, Hui",31
"Lv, Qi",31
"Yin, Xiaofeng",31
"Song, Jianqi",31
"Landen, Ning Xu",31
"Braach, Natascha",4
"Buschmann, Kirsten",4
"Pflaum, Johanna",4
"Hudalla, Hannes",4
"Koch, Lutz",4
"Ryschich, Eduard",4
"Poeschl, Johannes",4
"Frommhold, David",4
"Wu, Weikang",0
"Venet, Fabienne",162
"Thakkar, Rajan",38
"Maretta, Milan",12
"Toth, Stefan",12
"Jonecova, Zuzana",12
"Kruzliak, Peter",12
"Kubatka, Peter",12
"Pingorova, Stanislava",12
"Vesela, Jarmila",12
"Mondrinos, Mark J.",60
"Zhang, Ting",33
"Sun, Shuang",33
"Kennedy, Paul A.",60
"King, Devon J.",33
"Wolfson, Marla R.",33
"Knight, Linda C.",33
"Scalia, Rosario",33
"Kilpatric, Laurie E.",33
"Nascimento Baez Garcia, Cristiane Sousa",21
"Short, Kirsty R.",334
"Kroeze, Edwin J. B. Veldhuis",334
"Fouchier, Ron A. M.",334
"Kuiken, Thijs",334
"Uhlig, Stefan",121
"Waade, Josephine",50
"Wittenberg, Claudia",50
"Babendreyer, Aaron",50
"Lopez-Hernandez, Milagros",8
"Blanco, Jesus",8
"Kacmarek, Robert M.",8
"Yamashita, Cory M.",26
"Vasanthamohan, Lakshman",26
"Lac, Joanne",26
"McCaig, Lynda",26
"Yao, Lijuan",26
"Puntorieri, Valeria",26
"Lewis, Jim F.",26
"Veldhuizen, Ruud A. W.",58
"Chen, Chao",6
"Zhang, Min",6
"Niu, Li",6
"Jian, Ming-Yuan",68
"Wolkowicz, Paul E.",68
"Creighton, Judy R.",68
"Kong, Juan",105
"Zhu, Xiangdong",105
"Shi, Yongyan",105
"Liu, Tianjing",105
"Chen, Yunzi",105
"Bhan, Ishir",105
"Zhao, Qun",105
"Thadhani, Ravi",105
"Li, Yan Chun",105
"Lv, Wanzhi",24
"Lv, Chongqing",24
"Yu, Suhui",24
"Yang, Yunxiu",24
"Kong, Hongru",24
"Xie, Jianming",24
"Andersson, Roland",24
"Zang, Dongyu",5
"Shao, Youzhi",5
"Zaytsev, Sergei",40
"Zern, Blaine J.",40
"Sydykov, Akylbek",41
"Iliodromiti, Zoe",37
"Zygouris, Dimitrios",37
"Sifakis, Stavros",37
"Pappa, Kalliopi I.",37
"Tsikouras, Panagiotis",37
"Salakos, Nikolaos",37
"Daniilidis, Angelos",37
"Siristatidis, Charalambos",37
"Vrachnis, Nikolaos",37
"Klein, Nadine",72
"Gembardt, Florian",72
"Supe, Stephanie",72
"Kaestle, Stephanie M.",72
"Nickles, Hannah",72
"Lei, Xiaohong",72
"Mertens, Michael",72
"Walther, Thomas",72
"Marando, Catherine",20
"Ramos, Maira B. A.",45
"Garcia, Cristiane S. N. B.",45
"Aires, Rosaria D.",26
"Capettini, Luciano S. A.",26
"Silva, Josiane F.",26
"Rodrigues-Machado, Maria da Gloria",26
"Pinho, Vanessa",26
"Teixeira, Mauro M.",26
"Cortes, Steyner F.",26
"Lemos, Virginia S.",26
"Ali, Irshad",15
"Nanchal, Rahul",15
"Husnain, Fouad",15
"Konduri, G. Ganesh",15
"Densmore, John C.",15
"Collins, Stephen R.",59
"Blank, Randal S.",59
"Deatherage, Lindy S.",59
"Tanino, Mishie",23
"Smith, Lincoln S.",23
"Kajikawa, Osamu",29
"Wong, Venus A.",23
"Mongovin, Steve",23
"Matute-Bello, Gustavo",23
"Martin, Thomas R.",23
"Konrad, Franziska M.",63
"Neudeck, Gianna",30
"Vollmer, Irene",63
"Ngamsri, Kristian C.",30
"Thiel, Manfred",30
"Reutershan, Joerg",63
"Qiang, Yong",22
"Wang, Lian",22
"Wang, Gaoming",22
"Yi, Jun",22
"Tandon, Rajive",7
"Li, Hailong",15
"Anidi, Ifeanyi U.",17
"Menendez, Carmen",25
"Martinez-Caro, Leticia",25
"Nin, Nicolas",25
"Moral-Sanz, Javier",25
"Morales, Daniel",25
"Cogolludo, Angel",25
"Esteban, Andres",25
"Schmidt, Tracy Thennes",40
"Yue, Lili",40
"Gothert, Joachim",40
"Shen, Tang-Long",40
"Guan, Jun-Lin",40
"Sadikot, Ruxana",40
"Van Ness, Michael",3
"Jensen, Hanne",3
"Adamson, Grete N.",3
"Kysar, Patricia E.",3
"Holland, Paul",3
"Elangovan, Venkate",35
"Hatziantoniou, Sophia",18
"Sfika, Aggeliki",18
"Vassiliou, Aliki G.",18
"Mourelatou, Elena",18
"Magkou, Christina",18
"Roussos, Charalambos",18
"Abassi, Taimur",105
"Weichselbaum, Ralph",105
"Calchary, Wendy",18
"Xu, Ningyong",18
"Kunstadt, Ryan",18
"Richardson, Bianca",18
"Nix, Jessica",18
"Xing, Junjie",58
"Starosta, Vitaliy",56
"Higginbotham, Katherine",56
"Koroniak, Lukas",56
"Berliner, Judith A.",56
"Gao, Peng",12
"Mungur, Luckshmanraj",12
"Kampo, Sylvanus",12
"Wen, Qingping",12
"Lyons, Melanie",27
"Deutschman, Clifford S.",27
"Kilpatrick, Laurie E.",27
"Rittirsch, Daniel",46
"Flierl, Michael A.",46
"Nadeau, Brian A.",46
"Day, Danielle E.",46
"Huber-Lang, Markus S.",46
"Andjelkovic, Anuska V.",46
"Fasano, Alessio",46
"Kandasamy, Kathirvel",42
"Bezavada, Lavanya",32
"Escue, Rachel B.",32
"Parthasarathi, Kaushik",42
"Legendre, Benjamin",32
"Scherpereel, Arnaud",84
"Faller, Simone",27
"Spassov, Sashko G.",27
"Zimmermann, Kornelia K.",27
"Ryter, Stefan W.",27
"Buerkle, Hartmut",27
"Loop, Torsten",27
"Schmidt, Rene",27
"Strosing, Karl M.",27
"Hoetzel, Alexander",27
"Jin, Wenting",23
"Rong, Linyi",23
"Liu, Yinkun",23
"Pan, Jue",23
"Munoz, Nilda M.",26
"Leff, Alan R.",81
"Reys, Luiz G.",23
"Ortiz-Pomales, Yan T.",23
"Lopez, Nicole",23
"Cheadle, Gerald",63
"de Oliveira, Paulo Goncalves",23
"Eliceiri, Brian",63
"Bansal, Vishal",63
"Costantini, Todd W.",23
"Coimbra, Raul",63
"Lee, Luis",20
"Jones, Wilbert L.",20
"Johnson, Jeffrey L.",20
"Nydam, Trevor L.",20
"Rafat, Neysan",27
"Toenshoff, Burkhard",27
"Bierhaus, Angelika",27
"Beck, Grietje C.",27
"Aritake, Kosuke",75
"Tsubosaka, Yoshiki",75
"Maruyama, Toshihiko",75
"Nakagawa, Takayuki",75
"Hori, Masatoshi",75
"Hirai, Hiroyuki",75
"Nakamura, Masataka",75
"Narumiya, Shuh",75
"Urade, Yoshihiro",75
"Ozaki, Hiroshi",75
"Murrill, Matthew",18
"Anwar, Khandaker N.",18
"Finkelstein, Jacob N.",18
"Watterson, D. Martin",18
"Sun, Shiqin",181
"Sursal, Tolga",181
"Adibnia, Yasaman",181
"Zhao, Cong",181
"Li, Haipeng",152
"Otterbein, Leo E.",152
"Hauser, Carl J.",224
"Itagaki, Kiyoshi",224
"Uriarte, Silvia M.",33
"Merchant, Michael L.",33
"Jin, Shunying",33
"Lentsch, Alex B.",33
"Ward, Richard A.",33
"McLeish, Kenneth R.",33
"Davidson, Bruce A.",43
"Vethanayagam, R. Robert",43
"Grimm, Melissa J.",43
"Raghavendran, Krishnan",43
"Blackwell, Timothy S.",43
"Freeman, Michael L.",43
"Ayyasamy, Vanniarajan",43
"Singh, Keshav K.",43
"Sporn, Michael B.",43
"Knight, Paul R.",43
"Segal, Brahm H.",43
"Taneja, Ravi",32
"Yao, Li-Juan",32
"Fortin, Dalilah",32
"Inculet, Richard",32
"Malthaner, Richard",32
"Gandhirajan, Rajesh Kumar",163
"Meng, Shu",163
"Chandramoorthy, Harish C.",163
"Mallilankaraman, Karthik",163
"Mancarella, Salvatore",163
"Gao, Hui",163
"Razmpour, Roshanak",163
"Yang, Xiao-Feng",163
"Houser, Steven R.",163
"Chen, Ju",163
"Koch, Walter J.",163
"Soboloff, Jonathan",163
"Gill, Donald L.",163
"Madesh, Muniswamy",163
"Klinger, James R.",31
"Tsai, Shu-Whei",7
"Green, Sabrina",7
"Grinnell, Katie L.",59
"Machan, Jason T.",7
"Mannam, Praveen",34
"Shinn, Amanda S.",34
"Zhang, Yitao",34
"Sun, Chongxiu",26
"Beard, Richard S., Jr.",26
"McLean, Danielle L.",26
"Rigor, Robert R.",26
"Konia, Thomas",26
"Abrams, Simon T.",378
"Manson, Joanna",378
"Liu, Tingting",378
"Dart, Caroline",378
"Baluwa, Florence",378
"Wang, Susan Siyu",378
"Brohi, Karim",378
"Yu, Weiping",378
"Wang, Guozheng",378
"Toh, Cheng-Hock",378
"Choi, Jae-Sung",11
"Kwak, Kyung-A",11
"Park, Min-Ju",11
"Kim, Young-Hee",11
"Gil, Hyo-Wook",11
"Song, Ho-yeon",11
"Hong, Sae-yong",11
"Duke-Novakovski, Tanya",6
"Singh-Suri, Sarabjeet",6
"Caldwell, Sarah",6
"Charavaryamath, Chandarshekhar",6
"Singh, Baljit",6
"Herwig, Martina C.",49
"Tsokos, Michael",49
"Hermanns, M. Iris",49
"Kirkpatrick, C. James",49
"Mueller, Annette M.",49
"Land, Walter G.",45
"Oseghale, Aluya",22
"Circo, Sebastian",22
"Cederbaum, Stephen D.",22
"Caldwell, Robert W.",22
"Ma, Lijie",12
"Li, Yanyan",12
"Zhao, Yilin",12
"Wang, Qingwei",12
"Nan, Yandong",12
"Mu, Deguang",12
"Li, Wangping",12
"Liu, Xueying",12
"Mao, Mei",8
"Xu, Xilin",8
"Zhang, Bo",8
"Fu, Zu-hong",8
"Casserly, Brian",24
"Coulthard, Mark G.",151
"Morgan, Michael",151
"Woodruff, Trent M.",151
"Arumugam, Thiruma V.",151
"Taylor, Stephen M.",151
"Carpenter, Todd C.",151
"Lackmann, Martin",151
"Boyd, Andrew W.",151
"Sugimoto, R.",32
"Nakao, A.",32
"Zhan, J.",32
"Kohmoto, J.",32
"Tokita, D.",32
"Farver, C. F.",32
"Tarpey, M. M.",32
"Billiar, Timothy R.",154
"McCurry, K. R.",32
"Parastatidis, Ioannis",62
"Thomson, Leonor",62
"Ischiropoulos, Harry",62
"Tigdi, Jayesh",85
"Si, Xiaoe",85
"Dumpit, Carlo",85
"Charles, Steffany",85
"Moraes, Theo J.",85
"Chava, Koteswara Rao",202
"Smith, Monica",171
"Gianaris, Nicholas",171
"Dietrich, Alexander",171
"Birnbaumer, Lutz",171
"Miyashita, Hiroki",54
"Watanabe, Tatsuaki",54
"Hayashi, Hideki",54
"Suzuki, Yasuhiro",54
"Nakamura, Takanobu",54
"Ito, Soichi",54
"Ono, Manabu",54
"Hoshikawa, Yasushi",54
"Okada, Yoshinori",54
"Kondo, Takashi",54
"Sato, Yasufumi",54
"Maeda, Sumiko",5
"Takahashi, Satomi",5
"Sato, Masami",5
"Mikkelsen, Mark E.",52
"Shah, Chirag V.",52
"Lanken, Paul N.",52
"Bellamy, Scarlett L.",52
"Localio, A. Russell",52
"Albelda, Steven M.",52
"Wang, Jianqiang",21
"Jing, Liang",21
"Witte, Esther",33
"Stark, Stefanie",33
"White, Laura E.",39
"Cui, Yan",39
"Shelak, Carolyn M. Feltes",39
"Lie, Mihaela L.",39
"Hassoun, Heitham T.",39
"Qiu, Zheng",18
"Hu, Jialiang",18
"Wilhelmsen, Kevin",46
"Mesa, Kailin R.",46
"Prakash, Arun",46
"Xu, Fengyun",46
"Hellman, Judith",46
"Anjum, Fatima",17
"Joshi, Keval",17
"Grinkina, Natalia",17
"Gowda, Satish",17
"Cutaia, Michael",17
"Wadgaonkar, Raj",17
"Bhattacharya, Mallar",83
"Su, George",83
"Su, X.",19
"Oses-Prieto, J. A.",19
"Li, John T.",83
"Huang, X.",19
"Hernandez, H.",19
"Atakilit, Amha",83
"Burlingame, A. L.",19
"Sheppard, Dean",83
"Carnesecchi, Stephanie",48
"Pache, Jean-Claude",48
"Barazzone-Argiroffo, Constance",48
"Curtis, Brian R.",2
"Ellison, Michael A.",10
"Ambruso, Daniel R.",10
"Wei, Zhifeng",27
"Yang, Jian",27
"Xia, Yu-Feng",27
"Huang, Wen-Zhe",27
"Wang, Zheng-Tao",27
"Dai, Yue",27
"Westphalen, Kristin",16
"Monma, Eiji",16
"Cao, Jian-Ping",41
"He, Xing-Ying",41
"Xu, Hai-Tao",41
"Zou, Zui",41
"Shi, Xue-Yin",41
"Emin, Memet T.",14
"Sun, Li",14
"Rahman, Milladur",46
"Roller, Jonas",32
"Zhang, Su",46
"Syk, Ingvar",32
"Menger, Michael D.",32
"Jeppsson, Bengt",46
"Thorlacius, Henrik",46
"Saeed, Ali Imran",18
"Rieder, Sadiye Amcaoglu",18
"Price, Robert L.",18
"Barker, James",18
"Nagarkatti, Prakash",18
"Nagarkatti, Mitzi",18
"Almutairy, Eid A.",25
"Shah, Nirav G.",37
"He, Ju-ren",25
"Puche, Adam C.",25
"Shapiro, Paul",37
"Singh, Ishwar S.",37
"Umapathy, Nagavedi Siddaramappa",12
"Fulzele, Sadanand",12
"Bercovitz, R. S.",16
"Land, K. J.",16
"Berry, T. H.",16
"Poroyko, Valery",47
"Dixon, James T.",28
"Gozal, Evelyne",28
"Roberts, Andrew M.",28
"Dreymueller, Daniela",71
"Martin, Christian",71
"Kogel, Tanja",71
"Pruessmeyer, Jessica",71
"Hess, Franz M.",71
"Horiuchi, Keisuke",71
"Ludwig, Andreas",71
"Sahu, Geetaram",10
"Lin, Chia-Chih",5
"Hsieh, Nan-Kuang",5
"Liou, Huey Ling",5
"Chen, Hsing I.",5
"Yakubov, Bakhtiyor",7
"Saffarzadeh, Mona",832
"Juenemann, Christiane",832
"Queisser, Markus A.",832
"Lochnit, Guenter",832
"Galuska, Sebastian P.",832
"Preissner, Klaus T.",832
"Gorbunov, Nikolai V.",10
"Atkins, James L.",10
"Gurusamy, Narasimman",10
"Pitt, Bruce R.",19
"Wagner, Matthew C.",31
"Yeligar, Samantha M.",31
"Brown, Lou Ann",31
"Michael Hart, C.",31
"Konter, Jason M.",81
"Parker, Jennifer L.",81
"Baez, Elizabeth",81
"Li, Stephanie Z.",81
"Ranscht, Barbara",81
"Denzel, Martin",81
"Little, Frederic F.",81
"Nakamura, Kazuto",81
"Ouchi, Noriyuki",81
"Fine, Alan",81
"Summer, Ross S.",81
"Aso, Hiromichi",28
"Ito, Satoru",28
"Mori, Akemi",28
"Morioka, Masataka",28
"Suganuma, Nobukazu",28
"Kondo, Masashi",28
"Imaizumi, Kazuyoshi",28
"Leoni, Thomas",7
"Valignat, Marie-Pierre",7
"Lellouch, Annemarie",7
"Dumenil, Guillaume",7
"Goldblum, Simeon E.",12
"Wu, Nanyan",64
"Zhu, Jieling",64
"Shieh, Jennifer E.",64
"Li, Elizabeth",64
"Chen, Robert",64
"Sun, Stephen",64
"Su, Cynthia P.",64
"Pappas, Claudia",73
"Houser, Katherine V.",73
"Zhong, Weiming",73
"Wadford, Debra A.",73
"Katz, Jacqueline M.",73
"Zhang, Lisheng",28
"Li, Tao",28
"Yu, Donna",28
"Forman, Barry M.",28
"Huang, Wendong",28
"Zhang, Songen",14
"Wang, Yongzhi",14
